,tag,tweets
469,ReturnoftheJedi,"Watching #ReturnOfTheJedi it’s the infancy of the final Rebel attack, not looking good. The shield is still up and Han’s team is bogged down on Endor. As Luke is watching the attack with Vader and the Emperor my 6yo says, 

“I’m cheering for both teams”. https://t.co/qED0NpuxOb"
470,ReturnoftheJedi,"$6,399.99 for a Galaxy's #1 Father Memorial Coin Father's Day gift!? Inexpensive coins are available too. But maybe your dad is worth it! https://t.co/M5ZjTNyKrj #FathersDay #love #heart #StarWars #DarthVader #dad #LukeSkywalker #ReturnOfTheJedi #SciFi https://t.co/IV7l8JCsvr"
471,ReturnoftheJedi,"#CoffeeWithKenobi Show #513 | Top Five Things #ReturnOfTheJedi Teaches Us

Apple: https://t.co/237IexcSja
Google: https://t.co/JmmuZeRGzH
Spotify: https://t.co/W6yZRnWGvM
Spreaker: https://t.co/DCXMSRGRir
YouTube: https://t.co/QYzhVGBP6z
Amazon Music: https://t.co/kZQdhLvTIz https://t.co/Tftnind9o4"
472,ReturnoftheJedi,Y'all! Do yourselves a favor and check out the latest episode of @CoffeeWthKenobi where our buddy @eyeoncanon joins the show to discuss some powerful life lessons from #ReturnOfTheJedi! https://t.co/6aPrOJsXl9
473,ReturnoftheJedi,"Princess Leia B&amp;W Comprehensive and Finished Art…

#ReturnOfTheJedi #CarrieFisher #PrincessLeia #StarWars #Art https://t.co/3VwUG8yCdY"
474,GoodFellas,"AFI Top 100 movie watch:

No. 92: Goodfellas (1990)

What can I say? It’s Goodfellas. It’s a masterpiece. https://t.co/yVpXPApmbZ"
475,GoodFellas,Don’t buy wigs that come off at the wrong time - Goodfellas - Morrie's Wig Shop scene (720p) https://t.co/2ApFoAVlMI - fuck him in the ear
476,GoodFellas,@shankster714 @Chalsa01 @chorizy I will add that I think Tarantino is there in his movies but overall I think Scorsese is the best. The music he uses in Goodfellas and Casino absolutely fits the scene perfectly.
477,GoodFellas,Goodfellas Soundtrack (Layla Piano) https://t.co/FUHqp7sgC8
478,GoodFellas,"@acroce66 I would say obviously the more modern film looks more realistic, Goodfellas. The further you go back in time, usually the more fake the fight scenes look. Not always the case of course, but most of the time it is."
479,Alien,@alien_baby111 Never make someone a priority who considers you an option
480,Alien,It was the old lady she’s the demon/alien!
481,Alien,Is anyone Apexing tonight? Pubs/Ranked? If so let me know if not I’ll be on Alien Isolation around 9:30pm EST 💟
482,Alien,@HuttSLeia Literally the best alien!
483,Alien,@alien_kepler @1T1TIT Follow me @SpocksonNft
484,ArmyofDarkness,"So, big fan of the #EvilDead franchise. Think @GroovyBruce is brilliant, loved the change in tone between the first and #EvilDead2, thought that @AshvsEvilDead was amazing.

Finally got found to watch #ArmyOfDarkness tonight... It was definitely different 🤷‍♂️

#HailToTheKing https://t.co/28cuhPe8Ag"
485,ArmyofDarkness,New tattoo. #necronomicon #evildead #armyofdarkness @GroovyBruce https://t.co/udNn9Sfhun
486,ArmyofDarkness,"📷 Groovy score! We found this Evil Dead lot while out and about today. Ash approved! #armyofdarkness #evildead #deadbeforedawn #vhs #vintagevhs #horror #horrormovies #horrorvhs #evildead2 #brucecampbell #theduofinds #duofinds (at Austin,... https://t.co/PwUqOR8Z0g"
487,ArmyofDarkness,"Here's your daily random dose of #EvilDead! 
➡️@EvilDead
➡️@AshVsEvilDead
#ArmyOfDarkness https://t.co/UMsTGFihu5"
488,ArmyofDarkness,"This week Dan and Jennifer bring an S-Mart top of the line episode as they watch ARMY OF DARKNESS. That's right. Shop Smart. Shop S-Mart. You got that?
.
#armyofdarkness #anchorfmpodcast https://t.co/92GtMyHFK6"
489,Psycho,@FieldstoneSand2 @PaulZeise I never listened to that psycho either.  I am good.
490,Psycho,"Hello @hbomax I hope you are well. Could I interest you in picking up the greatest TV show ever written? If you #SaveProdigalSon you'll get a dark, twisty, funny, diverse and inclusive psycho rollercoaster of a show with a ready made army of fans! 
#HeresToFamily"
491,Psycho,@merrycIub he'd be the cutest psycho everb
492,Psycho,@TheToxic35 I keep on forgetting Mob Psycho is a shounen for some reason
493,Psycho,@Galleum1 the psycho bandit bundle
494,FullMetalJacket,#FullMetalJacket on Netflix. 🔥🔥🔥🔥
495,FullMetalJacket,"@byagoda I just read your 2013 review for #fullmetaljacket and thought it was so deep and profound! ""If a film doesn't give us people, it has to offer a substitute -- an idea, a style, a vision. Full Metal Jacket comes up blank."" 

So Deep! So inspiring and thought-provoking!"
496,FullMetalJacket,"@CAMRA_AGM 'Activating' like some Russian sleeper cell? Or like ""In every person there is a real ale drinker just waiting to be let out"" (Sounds like a line from #FullMetalJacket) 😁"
497,FullMetalJacket,"Morning!☀️ 
#FullMetalJacket 1987 https://t.co/DSwuKqeqIH"
498,FullMetalJacket,"The Joker Droid ""Born to Die Full Metal Jacket"" 🤖

Crossing my Fingers! 😉

@diepyrilisdie 
#Crobots
#CronosNFT 
#FullMetalJacket
#BornToDie
#GunnerySargentHartman
#VietnamWar 
#MotionPictureSoundTrack
#Cinema
#IconicCinema https://t.co/LLXKdAz9Cw"
499,HenryV,"Kind of amazing how we hid from the eyes of humans so well. I mean, have you ever seen something like me? I can't find an english word for us."
500,HenryV,"No thanks, I'm good."
501,HenryV,@HENRYV_BOT @spiralscales you’d be so happy with me I promise
502,HenryV,@HENRYV_BOT @spiralscales Are u open to poly
503,HenryV,@_monstermouth_ @spiralscales I have a boyfriend
504,Amadeus,@6_dhy this airdrop so big @shh9815 @StokedTimes @riqimi @librizzi93 @sachin_s28 @CryptoStonez @k7060514 @juanfe997 @arunsanganal1 @kodjovicoco72 @NFTonyP @Amadeus_4 @cryptozad1 @JBird_Boogie @CryptNStonks @adropz2021 @big_appleke11s
505,Amadeus,@ezay_stewart Fantastic! @Leogabi88 @ParineshBaitule @JoseRDeLeon5 @iFrenemy @arifurr92476283 @eddine_ennaji @RachelC87699806 @SusanAcs11 @0x_Amadeus @EmhaAli3 @alagbano @Ajaytandiindia @jenny8lee @FelicioHoldings @AdenirAFF @Rossa_Brown @EddineRassani
506,Amadeus,@pelusivoro Fantastic! @Nftballs1 @DinhLeTrungNam @HolloworId @Chommy0209 @NaguKC2 @Amanda55454967 @henryww @seadunkpunk @zeta966 @fimaefimov @AdetomiwaEmman4 @Ahmedk23_ @SamJohn44054776 @Amadeus_979899 @giggspyt111 @GayBlak66941826 @XRP2dMooN
507,Amadeus,"@riteknighteous STOP.....

*Immediately writes a solo about BOTW AU Amadeus losing his original 7.9*"
508,Amadeus,"@MoviesMatrix First Blood
The Breakfast Club
Amadeus"
509,RagingBull,@Sara_mohamed4 Thanks for this whitelist spot! @mikethefro8 @OrganicJuan @breadpit16 @JamesAs18018502 @Sebasti13314737 @MetaMarti @marglncalI @conorfitz123 @Bobman05626362 @theblacktechie @ChibiFabs @NFTvancity @JaredReyes14 @saiibal @0t1_xyz @ragingbull_92 @KSilkySmooth
510,RagingBull,@jes_MAYC Great chance thank you @RagingBull_96 @johnschaffer948 @Tiago80047466 @Beroooooy @OEJGaming @jackparkman_15 @SstPavel @snapout15 @Josef82174005 @fajriesyamsi @Olive140820 @sandeep_negii @Balhag4 @Carlosbeatric @morezcorazone @praulsorin @MatammuPrima
511,RagingBull,@MetaLeagueOff @MoneyMItch1995 @PatchSour3 don't miss out on this 🔥🔥🔥
512,RagingBull,@renaudpila Les wokes en force.
513,RagingBull,@jes_MAYC Great chance thank you @RagingBull_96 @johnschaffer948 @Tiago80047466 @Beroooooy @OEJGaming @jackparkman_15 @SstPavel @snapout15 @Josef82174005 @fajriesyamsi @Olive140820 @sandeep_negii @Balhag4 @Carlosbeatric @morezcorazone @praulsorin @MatammuPrima
514,DeadPoetsSociety,@vincentdonofrio Growing up when I did I always associate Ethan with #deadpoetssociety and now it’s like unbelievable he’s in the mcu I have to pinch myself. I’m sure I can’t be the only mid 40 year old giddy with excitement that he’s in the show.
515,DeadPoetsSociety,"I'll never get over the fact they tried to convince us Todd and Neil were just best friends and roommates. We all saw the ""no"" scene. The ""sweaty toothed madman"" scene with The Look ™ . Pfft.

#dps #dpstwt #DPS #deadpoetssociety #anderperry"
516,DeadPoetsSociety,"#DEADPOETSSOCIETY: as it was
~
~
made a little dead poets society edit cause im sick and at home :] https://t.co/wZDHgwzyRr"
517,DeadPoetsSociety,"I walked a mile with Pleasure;
She chatted all the way;
But left me none the wiser
For all she had to say.

I walked a mile with Sorrow;
And ne’er a word said she;
But, oh! The things I learned from her,
When Sorrow walked with me.

#deadpoetssociety"
518,DeadPoetsSociety,"Daily Shake Up 517 borrows yet another powerful lesson from the movie Dead Poet’s Society – that sometimes you simply have to rip the page out!

#SnowGlobeLeadership #NischwitzGroup #SnowGlobeLiving #Leadership #Innovation #Disruption #DeadPoetsSociety

https://t.co/olDiKuZMVY"
519,Nikita,@ellieuk1 Great amount was droped! @Just4FunMane @imSimonWright @cashkarii @linpaws11 @prtyfly4aNceguy @krasistoteles @VIKRAMVANKAYAL1 @Nikita_yakuni @CharlesLebron7 @acidalien123 @MerlionxX @ag_odigo @CharleyT93 @HirwaAndre @Sol24wie @CharissaTerry7 @guzik_asia
520,Nikita,@Nikitahoward28 Hey Siri play nikita by Harry styles
521,Nikita,@906Kornie Legit page!! @dsbahrii4 @bodinft2 @i__NR7 @AndresV28808447 @GreenDegan @nikita_cuan @eirosjuan @antonioorsini11 @LowkeyMushroom @p3jjjj @semaustundag @StbernardGeorge @alizaynaqvi @C_Biskits @rizalH001234 @JoseSol80188708 @czlowiek_dino
522,Nikita,@PoojaSh10838768 @NiKiTa_BeBo @Camkavitha_ @MAye_Hadi30 @_rileyreign @AbiRatchford @2gggg19901 Very nice clean your hot pussy baby
523,Nikita,@BeanBobu Thanks for whitelist spot! @DaPumptyDumpty @lomakin_nikita_ @Anup333399999 @fdl_bilal @Rziki_ess @MamboFranck2 @Hagarth1945 @defi4levi @hambiebie @Nishant36522970 @Tinatin28522938 @PelfWelt @CoinEmirate @mxrso_ben @Mikigai2 @MetaSnakeNFT @Jennife62738519
524,EvilDeadII,"Who's laughing now...WHO'S LAUGHING NOW

                             - Evil Dead II (1987)

#quotes #movie #evildeadii"
525,EvilDeadII,I review EVIL DEAD II (1987) https://t.co/W6HKL0QfjN #EvilDeadII
526,EvilDeadII,A three hour podcast dedicated to an 84 minute movie (#EvilDeadII - one of my favourite films of all time). Oh @blankcheckpod please never change. https://t.co/SfZamcx8Wo https://t.co/1WXQL1ddVh
527,GroundhogDay,"You know you live in the South when you open your back door and have to holler, ""Hey groundhog!""

#SouthLife #GroundhogDay https://t.co/nf0BQxpc6O"
528,GroundhogDay,@bales1181 @ithrah69 @krazykeithrules @JanuaryMovie @filmizon @midgetmoxie Tie between the Mayor in #GroundhogDay… https://t.co/BsaIOT510A https://t.co/JxyElLXmbh
529,GroundhogDay,"Watching Oliver Awards, bets on for Best Revival in 2024 will be @timminchin with Groundhog Day. Bring it on Tim! #OlivierAwards2022 #GroundhogDay https://t.co/SpRtussC5S"
530,GroundhogDay,"Punxsutawney Phil says: 298 days until #GroundhogDay!
It's Sunday, April 10 2022. 
#spring 🌱 https://t.co/OX3KrveLzQ"
531,GroundhogDay,"Groundhog thing comes out of the sea, digs a hole into town, some dude holds it up at the sun (like the lion king). The hog thing says ""fk this, too cold, I'm not Layin my eggs today"" n heads back to its hole in the ocean with the dolphins. #groundhogday"
532,Unforgiven,@InvestigatorCps CAN NEVER DECIDE WHETHER JOSEY WALES OR UNFORGIVEN IS MY #2 CLINT FLIC !! SO MUCH IN THAT ONE!! ONE OF 1976's BEST !! GAWD I CANT BELIEVE ITS THAT OLSZ !!-- https://t.co/1U0YjZE1pl
533,Unforgiven,"Man ""Unforgiven"" is such a great movie; I've been binge watching Clint Eastwood movies this wknd and decided to rewatch that one (along with all 5 Dirty Harry movies) and it still holds up so much since the first time I watched it"
534,Unforgiven,"HOT TAKE:
Cage the Elephant’s cover of The Unforgiven is better than Metallicas"
535,Unforgiven,@NewTomWhoDis Fell asleep in my Metallica shirt and I woke Unforgiven.
536,Unforgiven,@Candy_TsLady The Unforgiven is so good! Very underrated movie.
537,BacktotheFuture,#OlivierAwards was fun tonight! Congrats everyone! Love #Cabaret really wanna see #LifeofPi and #BackToTheFuture 🎉🎉🎉 https://t.co/XeZM12gAzl
538,BacktotheFuture,@VRTalks @AltspaceVR @BacktotheFuture @metaversewb @hebrew_hammer_b @ThisIsMeIn360VR @ethereumlodge What happens when you get it up to 88mph?
539,BacktotheFuture,"@VRTalks @AltspaceVR @BacktotheFuture @metaversewb @hebrew_hammer_b @ThisIsMeIn360VR @ethereumlodge ""Roads? Where we're going we don't need roads."""
540,BacktotheFuture,@The__Carnival @BacktotheFuture It does!😩💦
541,BacktotheFuture,@WackoBlacko95 @BacktotheFuture That looks clean af!
542,Patton,"@anders_aslund Gen. Patton: ""We can no more understand a Russian than a Chinaman or a Japanese, and from what I have seen of them, I have no particular desire to understand them, except to ascertain how much lead or iron it takes to kill them."""
543,Patton,"@Daisy_Patton I googled what to do. IG has directions. I followed them — bc my linked email &amp; phone number had been changed by the hackers i had to prove my identity to IG. They did email me pretty promptly about it, but there was a long back and forth of me trying to prove my identity."
544,Patton,Now Playing Jovonta Patton - Way Maker
545,Patton,"One cannot help but be compelled by Carey’s refusal to sit down, Patton’s dismissal of being eaten by cannibals, &amp; Judson’s many griefs from bereavement to imprisonment. Jesus is worthy of the worship of the nations. #go #readmissionarybios"
546,Patton,The M48 Patton was on the other side and I couldn’t get to it 😪
547,Akira,"@longdickjohnsin @AlexanderBruyns @F4ncyNancy @VGC_News In an interview one of the Bloober employees said that Akira took off the headphones and said to him, ""You're working on two games, right? I want to work on both of them."""
548,Akira,"Really love when music accounts on tiktok are like 
""did you know that hear waves wasn't popular at first?""
""It blew up out of nowhere! Nobody knows how it got so popular all of a sudden!""
and I just have to know... I just have to live with the knowledge"
549,Akira,"Your hourly dose is here, featuring Kokuyou and Akira. https://t.co/9aZFUl0Kai"
550,Akira,"@LivingScribe Listen, I just want Square Enix too give me a Dragonquest World. With Akira Toriyama drawn Sora, Donald, and Goofy."
551,Akira,"In behalf of Team Francine and Carrels, I just wanna congratulate #BGYO boys &amp; all ACES for a successful PPop-Con! Just wanna commend too actor @BGYO_Akira for his great acting as Lucas Benitez in the Bola Bola series 👏💕 Way to go!

#BGYOxACEsaAraneta
#BolaBolaTheBiggestEnding"
552,CyranodeBergerac,"It still saddens my heart to hear Cyrano (#JamesMcAvoy) say those lines 💔
#cyrano #cyranodebergerac https://t.co/nagKcrxsYI"
553,CyranodeBergerac,Don’t mention his nose. #cyranodebergerac 🎭🤥#BAM #jamesmcavoy https://t.co/IWntfWq8h1
554,CyranodeBergerac,#CyranoDeBergerac  is amazing... did not expect this😭 @Peter_Dinklage  is incredible.
555,CyranodeBergerac,"The @BAM_Brooklyn production of #CyranoDeBergerac is deconstructed and focuses on language and the power of words. I was utterly captivated by the set design and lighting and choreography and blocking, but unfortunately I had a hard time immersing myself in the language"
556,CyranodeBergerac,"This is quite literally the most diverse cast I've ever seen on stage, and no one is talking about it. Which I guess is good? Let's make this the norm? But I feel like we should be celebrating it so more productions do this? #Cyrano #CyranoDeBergerac https://t.co/bMVob5Xx6C"
557,YoungFrankenstein,YOUNG FRANKENSTEIN (1974)   ★3 out of 4 Stars★  ''The descendant of a mad scientist finds the secret to reanimating the dead.'' ► https://t.co/hEgUfkDdzA ●  #Year1974 #YoungFrankenstein
558,YoungFrankenstein,"""All Communication is shut off..""

#YoungFrankenstein
#Colorization
#Colourisation
#GeneWilder
#LiamDunn https://t.co/RD2KdkpshH"
